,text_new,label
237,"Nuthatches are typified by short, compressed wings and short, square 12-feathered tails, compact bodies, longish pointed bills, strong toes with long claws, and behaviorally, by their unique head-first manner of descending tree trunks. ",0
238,Most nuthatches have gray or blue upperparts and a black eyestripe.   ,1
239," Sitta is derived from the Ancient Greek name for nuthatches, ÏÎ1ÌÏÏÎ·, sitteÌ.   ",1
240,(One recognizable feature of Przevalski's nuthatch is that it lacks the eyestripe common to most nuthatch species. ),1
241,"""Nuthatch"", first recorded in 1350, is derived from ""nut"" and a word probably related to ""hack"", since these birds hack at nuts they have wedged into crevices.  ",1
242,"Sitta przewalskii was first scientifically described in 1891 by Russians Mikhail Mikhailovich Berezovsky and Valentin Bianchi  based on a single specimen obtained in the Haidong Prefecture, in Eastern Qinghai.  ",1
243,"The common name and Latin binomial commemorate the Russian explorer Nikolay Przhevalsky,  who found the species in Tibet in 1884 and dubbed it  Sitta eckloni  without providing adequate description, rendering it a nomen nudum.   ",1
244,"Though the primary habitats of Sitta przewalskii and the white-cheeked nuthatch (Sitta leucopsis) are separated from each other by almost 1,500 km (930 mi),  ",1
245,"Przevalski's nuthatch was described as closely related to the white-cheeked nuthatch, and was thereafter often considered and treated conspecifically, as a subspecies of S. leucopsis.   ",1
246,"In 2005, Pamela C. Rasmussen granted the taxon autonomous status in her book, Birds of South Asia. ",0
247,"The classification was noted by ornithologists Nigel J. Collar and John D. Pilgrim in 2007,  and endorsed by the International Ornithological Congress, by Alan P. Peterson in his well-known Zoological Nomenclature Resource (Zoonomen),  and by the Internet Bird Collection (IBC), sponsored by the Handbook of the Birds of the World.  ",1
248,"In explaining this separation of species, Rasmussen points to morphological divergence and significant differences in vocalization.  ",1
249,"Ornithologist Edward C. Dickinson observed in a 2006 article that though evidence of morphological and vocal differences between S. przewalskii and S. leucopsis have been delineated, little had yet been published presenting comparative morphological details, and that it would be instructive to study how each taxon responds to the calls of the other.  ",1
250,"The white-cheeked nuthatch, with S. przewalskii subsumed within it, has been regarded as closely related to the North American white-breasted nuthatch (Sitta carolinensis), which has a similar contact call (though S. carolinensiss's is moderately higher in pitch), and they have sometimes been treated as conspecific. ",0
251,"In turn, it has been proposed that the triumvirate of S. przewalskii, S. leucopsis and S. carolinensis could be related to the Sitta canadensis, monophyletic group, corresponding to the subgenus Micrositta, which includes six species of average-sized nuthatches.  ",1
252,The relationships remain very unclear.    A molecular study by Eric Pasquet conducted in 2014 may provide some clarity.  ,1
253,"In 2014, Eric Pasquet, et al. published a phylogeny based on examination of nuclear and mitochondrial DNA of 21 nuthatch species. ",0
254,"Though S. leucopsis was not included in the study, it found that within the nuthatch group covered, S. przewalskii is basalâan ancestor at the base (or root)âto the nuthatch evolutionary family tree, and thus ""sister to all other nuthatches, without any close relatives"".  ",1
255,The findings resulted from phylogenetic analyses (employing Bayesian inference and the maximum likelihood methods). ,0
256,"The cladogram drawn from the evidence indicates that the first clade and closest descendants of Przevalski's nuthatch are the North American white-breasted nuthatch and the giant nuthatch (S. magna), dispelling the hypothesis that S. przewalskii could belong to the same species as S. carolinensis.  ",1
257,"Because Sitta przewalskii has long been regarded as a subspecies of the white-cheeked nuthatch, its description has often been made in comparison with it.  ",1
